,author_average_rating,author_gender,author_name,book_average_rating,book_title,genre_1,pages,publish_date,score
5151,3.78,male,"David Moody
",3.65,"
      Hater
",Horror,244,2006,2379
5152,4.01,female,"Rhiannon Frater
",4.18,"
      As the World Dies: Untold Tales Volume 1
",Horror,158,2011,2423
5153,3.9,male,"David P. Forsyth
",3.75,"
      Voyage of the Dead
",Horror,286,2012,2487
5154,4.22,male,"D.J. Molles
",4.24,"
      Aftermath
",Horror,296,2012,2852
5155,4.14,male,"T.W. Brown
",3.69,"
      Zomblog
",Horror,270,2010,2846
5156,4.41,male,"Christopher Artinian
",4.49,"
      Rise Of The Rams
",Horror,382,2017,3074
5157,3.99,male,"Angela  Scott
",4.31,"
      Survivor Roundup
",Horror,250,nan,3070
5158,3.83,male,"Daryl Gregory
",3.84,"
      Raising Stony Mayhall
",Horror,422,2011,3075
5159,3.8,male,"S.G. Browne
",3.83,"
      Breathers: A Zombie's Lament
",Horror,310,2009,3110
5160,4.3,male,"Mark Tufo
",4.44,"
      The Book of Riley 3
",Horror,99,2013,3246
5161,3.72,male,"David Wellington
",3.6,"
      Monster Island
",Horror,282,2004,3153
5162,3.88,male,"Joe McKinney
",3.9,"
      Flesh Eaters
",Horror,389,2011,3735
5163,4.25,male,"R.R. Haywood
",4.29,"
      The Undead: The First Seven Days
",Horror,826,2012,3821
5164,3.95,male,"Z.A. Recht
",4.11,"
      Thunder and Ashes
",Horror,312,2008,3865
5165,3.84,female,"Jesse Petersen
",3.74,"
      Married with Zombies
",Horror,253,2010,4181
5166,3.85,male,"Ilsa J. Bick
",3.94,"
      Ashes
",Young,465,2011,4434
5167,3.75,male,"Manel Loureiro
",3.83,"
      Apocalypse Z: The Beginning of the End
",Horror,397,2007,4509
5168,4.23,male,"James N. Cook
",4.07,"
      No Easy Hope
",Horror,349,2011,4830
5169,4.63,male,"Shane Moore
",4.87,"
      The Apocalypse of Enoch: Scourge (Volume 2)
",Horror,210,2013,11566
5170,3.69,female,"Victoria Dougherty
",3.71,"
      The Bone Church
",Historical,308,2014,2084
5173,3.99,female,"Christina  Lee
",3.99,"
      Before You Break
",Young,226,2014,1737
5174,4.17,female,"Susan Fanetti
",4.19,"
      Into the Storm
",Romance,411,2014,3276
5175,3.78,female,"Lucy Monroe
",3.74,"
      The Billionaire's Pregnant Mistress
",Romance,184,2003,2774
5177,4.19,female,"Anna Quindlen
",3.88,"
      Miller's Valley
",Uncategorized,257,2016,1302
5178,3.9,female,"Sally Hepworth
",3.94,"
      The Things We Keep
",Uncategorized,338,2016,1345
5180,4.08,female,"Dot Hutchison
",4.06,"
      The Butterfly Garden
",Thriller,288,2016,1390
5182,3.55,female,"April Genevieve Tucholke
",3.3,"
      Wink Poppy Midnight
",Young,247,2016,1525
5184,3.91,female,"Lisa Lutz
",3.7,"
      The Passenger
",Thriller,304,2016,1627
5185,4.09,male,"Robert Bryndza
",3.95,"
      The Girl in the Ice
",Thriller,417,2016,1631
5186,3.8,female,"Brittany Cavallaro
",3.82,"
      A Study in Charlotte
",Thriller,321,2016,1760
5188,4.09,female,"Lisa Gardner
",4.13,"
      Find Her
",Thriller,402,2016,1842
5189,3.66,female,"Anne Tyler
",3.39,"
      Vinegar Girl
",Uncategorized,237,2016,2037
5191,3.82,female,"Evelyn Skye
",3.85,"
      The Crown's Game
",Fantasy,407,2016,2224
5192,3.64,male,"Marieke Nijkamp
",3.66,"
      This Is Where It Ends
",Young,286,2016,2281
5193,3.64,male,"Fiona Barton
",3.49,"
      The Widow
",Thriller,324,2016,2378
5194,4.03,male,"Joe Hill
",3.9,"
      The Fireman
",Horror,752,2016,2380
5195,3.73,male,"Noah Hawley
",3.74,"
      Before the Fall
",Uncategorized,391,2016,2744
5196,4.19,male,"Emma V. Leech
",4.46,"
      The Dark Heart
",Fantasy,531,2013,2809
5197,3.94,female,"Lynda Cohen Loigman
",3.93,"
      The Two-Family House
",Historical,290,2016,2866
5198,4.1,male,"Karpov Kinrade
",4.05,"
      Vampire Girl
",Fantasy,270,2016,3353
5199,3.89,female,"B.A. Paris
",3.94,"
      Behind Closed Doors
",Thriller,293,2016,3363
5200,4.13,female,"Elle Kennedy
",4.26,"
      The Score
",Young,361,2016,3774
5201,3.47,female,"Emma Cline
",3.47,"
      The Girls
",Uncategorized,355,2016,4316
5202,4.3,female,"Martha Hall Kelly
",4.3,"
      Lilac Girls
",Historical,487,2016,4470
5203,4.07,male,"Bryn Greenwood
",4.07,"
      All the Ugly and Wonderful Things
",Uncategorized,346,2016,4555
5209,4.03,female,"Carrie Salo
",4.03,"
      The Sounding
",Fantasy,478,2011,900
5213,3.73,male,"David Anthony Durham
",3.56,"
      Acacia: The War with the Mein
",Fantasy,576,2007,1261
5214,3.68,male,"Jeff VanderMeer
",3.85,"
      City of Saints and Madmen
",Fantasy,704,2002,1364
5215,3.78,male,"Robert V.S. Redick
",3.68,"
      The Red Wolf Conspiracy
",Fantasy,560,2008,1689
5216,4.25,male,"Andrzej Sapkowski
",4.22,"
      Blood of Elves
",Fantasy,320,1994,2183
5218,3.92,male,"Donald Allen Kirch
",3.8,"
      The Christ Project
",Uncategorized,358,2006,2374
5220,4.03,male,"Lian Hearn
",4.06,"
      Across the Nightingale Floor
",Fantasy,305,2002,2652
5221,3.69,male,"Lev Grossman
",3.5,"
      The Magicians
",Fantasy,402,2009,2846
5225,4.12,female,"Jacqueline Carey
",4.04,"
      Kushiel's Dart
",Fantasy,1015,2001,5907
5227,3.42,female,"Marina Lewycka
",3.39,"
      A Short History of Tractors in Ukrainian
",Uncategorized,326,2005,3497
5233,3.81,male,"Carlton Mellick III
",3.56,"
      The Baby Jesus Butt Plug
",Horror,96,2004,3997
5238,3.85,male,"William Faulkner
",3.72,"
      As I Lay Dying
",Classics,288,1930,4679
5240,3.87,male,"Tony Perez-Giese
",3.79,"
      Send More Idiots
",Uncategorized,324,2014,5478
5241,4.03,male,"Hunter S. Thompson
",4.08,"
      Fear and Loathing in Las Vegas
",Uncategorized,204,1971,5732
5243,3.61,male,"Duncan Whitehead
",3.39,"
      The Gordonston Ladies Dog Walking Club
",Thriller,196,2012,6368
5244,3.92,male,"Cara North
",3.9,"
      Tequila Makes Her Clothes Fall Off
",Romance,289,2006,5815
5246,3.62,female,"Sarah Shankman
",3.55,"
      I Still Miss My Man But My Aim Is Getting Better
",Thriller,288,1996,7138
5250,3.05,male,"Brock Clarke
",2.96,"
      An Arsonist's Guide to Writers' Homes in New England
",Uncategorized,305,2007,9202
5252,3.71,male,"Dave Eggers
",3.68,"
      A Heartbreaking Work of Staggering Genius
",Uncategorized,485,2000,10057
5254,4.02,male,"David  Wong
",3.91,"
      John Dies at the End
",Horror,362,2007,11069
5255,3.66,female,"Carolyn Mackler
",3.77,"
      The Earth, My Butt, and Other Big Round Things
",Young,256,2003,12494
5259,3.77,female,"Barbara Vine
",3.98,"
      A Dark-Adapted Eye
",Thriller,278,1986,2249
5260,3.72,female,"Carol Goodman
",3.79,"
      The Lake of Dead Languages
",Thriller,390,2002,2281
5261,3.76,female,"Marisha Pessl
",3.79,"
      Night Film
",Thriller,592,2013,2421
5262,4.07,female,"Sarah Caudwell
",4.01,"
      Thus Was Adonis Murdered
",Thriller,314,1981,2566
5263,3.74,male,"Orhan Pamuk
",3.84,"
      My Name Is Red
",Uncategorized,417,1998,2696
5264,3.77,female,"Minette Walters
",3.86,"
      The Ice House
",Thriller,240,1992,3061
5265,3.85,male,"Tom Franklin
",3.83,"
      Crooked Letter, Crooked Letter
",Thriller,274,2009,3092
5266,4.05,female,"Elizabeth Peters
",4.02,"
      Crocodile on the Sandbank
",Thriller,337,1975,3104
5267,3.33,male,"Ian Caldwell
",3.22,"
      The Rule of Four
",Uncategorized,450,2004,3453
5268,3.92,female,"Val McDermid
",4.1,"
      A Place of Execution
",Thriller,480,1999,4363
5269,4.05,female,"Mary  Stewart
",3.77,"
      Thornyhold
",Uncategorized,207,by,1009
5270,3.55,female,"Sheri Holman
",3.57,"
      The Dress Lodger
",Historical,291,1998,1015
5271,3.83,female,"Victoria Holt
",3.83,"
      Kirkland Revels
",Romance,365,1962,1023
5272,3.93,male,"Richard Connell
",3.92,"
      The Most Dangerous Game
",Classics,48,1924,1139
5273,3.54,male,"John William Polidori
",3.67,"
      The Vampyre and Other Tales of the Macabre
",Horror,312,1819,1502
5274,3.96,male,"Algernon Blackwood
",4.11,"
      The Willows
",Horror,105,1907,1580
5275,3.69,male,"Patrick McGrath
",3.78,"
      Asylum
",Uncategorized,254,1996,1564
5276,3.91,male,"Poppy Z. Brite
",3.9,"
      Lost Souls
",Horror,355,1992,1850
5277,3.38,male,"William Beckford
",3.3,"
      Vathek
",Classics,170,1782,1943
5278,3.84,male,"J. Sheridan Le Fanu
",3.85,"
      In a Glass Darkly
",Horror,384,1872,2093
5279,3.46,male,"John Harwood
",3.38,"
      The Ghost Writer
",Horror,369,2004,2361
5280,3.7,male,"James Hogg
",3.68,"
      The Private Memoirs and Confessions of a Justified Sinner
",Classics,272,1824,2550
5281,3.75,female,"Mary Elizabeth Braddon
",3.75,"
      Lady Audley's Secret
",Classics,455,1862,2986
5282,3.98,female,"Shirley Jackson
",4.06,"
      The Lottery and Other Stories
",Short Stories,302,1949,2998
5283,3.41,female,"Ann Radcliffe
",3.51,"
      The Italian
",Classics,544,1797,3282
5284,4.02,male,"M.R. James
",4.17,"
      Collected Ghost Stories
",Horror,568,1931,3575
5285,3.82,male,"Mervyn Peake
",3.99,"
      The Gormenghast Novels
",Fantasy,1173,1959,3599
5286,3.7,male,"Charles Robert Maturin
",3.72,"
      Melmoth the Wanderer
",Classics,659,1820,4016
5287,4.08,male,"H.P. Lovecraft
",4.3,"
      Necronomicon: The Best Weird Tales
",Horror,878,1930,5467
5288,3.86,male,"Washington Irving
",3.73,"
      The Legend of Sleepy Hollow
",Classics,108,1820,6015
5289,3.7,female,"Susan Hill
",3.7,"
      The Woman in Black
",Horror,138,1983,7946
5290,3.22,male,"Horace Walpole
",3.18,"
      The Castle of Otranto
",Classics,125,1764,9701
5291,3.63,male,"Henry James
",3.44,"
      The Turn of the Screw
",Classics,131,1898,11641
5292,3.95,male,"Gaston Leroux
",3.97,"
      The Phantom of the Opera
",Classics,360,1910,25364
5293,4.02,female,"C.M. Stunich
",3.93,"
      Loving Me, Trusting You
",Romance,279,2013,3308
5294,3.86,female,"Sam Crescent
",3.99,"
      Murphy
",Romance,201,2013,3412
5295,4.12,female,"Kim Jones
",4.15,"
      Saving Dallas Forever
",Romance,299,2014,3578
5296,4.32,male,"Bink Cummings
",4.32,"
      The Diary of Bink Cummings: Vol 1
",Romance,206,2014,3788
5297,4.13,female,"Laramie Briscoe
",4.06,"
      Losing Control
",Romance,303,2013,3823
5298,4.2,female,"Nicole  James
",4.28,"
      Crash
",Romance,529,2014,4149
5299,4.09,female,"Chelsea Camaron
",3.96,"
      One Ride
",Romance,308,2013,4158
5300,4.2,female,"Ryan Michele
",4.13,"
      Seduce Me
",Romance,283,2014,4161
5301,4.13,female,"Jani Kay
",4.0,"
      Two Worlds Colliding
",Romance,218,2014,4479
5302,4.1,female,"Julie Ann Walker
",4.12,"
      Rev It Up
",Romance,321,2012,4574
5303,4.19,female,"Megan O'Brien
",4.09,"
      Cole
",Romance,193,2014,4756
5304,4.18,male,"A.C. Bextor
",4.25,"
      The Way Home
",Romance,253,2014,4882
5305,4.03,female,"Crystal Spears
",3.96,"
      Shadowing Me
",Erotica,209,2014,4922
5306,4.22,female,"Jamie Begley
",4.03,"
      Teased
",Romance,217,2013,5251
5307,4.02,male,"Andrea  Smith
",3.97,"
      Diamond Girl
",Romance,273,2013,5767
5308,4.0,female,"J.C. Emery
",3.84,"
      Ride
",Romance,346,2013,5816
5309,4.2,female,"M.N. Forgy
",4.05,"
      What Doesn't Destroy Us
",Romance,284,2014,6741
5310,4.18,female,"Lila Rose
",3.83,"
      Holding Out
",Romance,252,2013,7304
5311,4.03,female,"Paula Marinaro
",4.02,"
      Raine Falling
",Romance,354,2014,7531
5312,4.03,female,"Emily Minton
",4.14,"
      Renegade Reject
",Romance,312,2014,10864
5313,4.42,female,"Beth Flynn
",4.39,"
      Nine Minutes
",Horror,317,2014,11114
5315,3.86,male,"Amanda Heath
",3.73,"
      This Beautiful Thing
",Romance,182,2012,2793
5316,4.06,male,"Paige Toon
",4.15,"
      Baby Be Mine
",Romance,441,nan,2817
5317,3.88,female,"Elena Aitken
",3.61,"
      Nothing Stays In Vegas
",Romance,348,2011,2878
5318,3.81,male,"Jennifer Apodaca
",3.71,"
      The Baby Bargain
",Romance,152,2013,2897
5319,3.9,male,"Lynda LeeAnne
",3.83,"
      Lexi, Baby
",Romance,273,2012,3414
5320,4.09,male,"Melody Anne
",3.86,"
      The Tycoon's Revenge
",Romance,283,2011,3465
5321,4.04,female,"Cheryl McIntyre
",4.13,"
      Before Now
",Young,241,2013,3660
5324,4.06,female,"Jana Aston
",3.93,"
      Wrong
",Romance,286,2015,4211
5325,4.09,female,"Linda Kage
",4.3,"
      Be My Hero
",Young,377,2014,4624
5326,3.78,female,"Jane Graves
",3.74,"
      Black Ties and Lullabies
",Romance,432,2011,5226
5327,4.07,female,"Bella Andre
",4.21,"
      I Only Have Eyes for You
",Romance,384,2012,5980
5328,4.05,female,"L.D. Davis
",3.94,"
      Accidentally on Purpose
",Romance,346,2012,6540
5329,4.16,female,"Suzanne Wright
",4.1,"
      Feral Sins
",Fantasy,429,2012,8482
5330,4.08,female,"Catherine Anderson
",4.2,"
      Annie's Song
",Romance,410,nan,9373
5331,3.88,female,"Natasha Anders
",3.94,"
      The Unwanted Wife
",Romance,215,2012,17515
5332,4.01,female,"Amy Lichtenhan
",4.05,"
      Take This Regret
",Romance,298,2011,16811
5333,3.66,female,"M. Molly Backes
",3.66,"
      The Princesses of Iowa
",Young,464,2012,1042
5334,3.91,male,"Francisco X. Stork
",3.33,"
      Irises
",Young,288,2012,1073
5335,3.8,female,"Marie Landry
",3.66,"
      Blue Sky Days
",Young,207,2012,1049
5336,3.77,female,"Daisy Whitney
",3.71,"
      The Rivals
",Young,352,2012,1190
5337,3.87,female,"K.M. Walton
",3.99,"
      Cracked
",Young,311,2012,1193
5338,3.54,male,"Ivy Adams
",3.54,"
      The International Kissing Club
",Young,400,2012,1226
5339,3.8,female,"Alecia Whitaker
",3.75,"
      The Queen of Kentucky
",Young,375,2012,1319
5340,3.84,female,"Denise Jaden
",3.87,"
      Never Enough
",Young,400,2012,1205
5341,3.88,female,"Jen Calonita
",3.92,"
      Belles
",Young,356,2012,1501
5342,3.46,female,"Kathryn Williams
",3.53,"
      Pizza, Love, and Other Stuff That Made Me Famous
",Young,240,2012,1505
5343,3.98,female,"Jennifer Brown
",3.81,"
      Perfect Escape
",Young,352,2012,1522
5344,3.97,female,"Colleen Clayton
",3.97,"
      What Happens Next
",Young,310,2012,1689
5345,3.56,male,"Elisa Ludwig
",3.59,"
      Pretty Crooked
",Young,358,2012,1692
5346,3.66,female,"Hilary Weisman Graham
",3.66,"
      Reunited
",Young,325,2012,1909
5347,3.81,male,"Antony John
",3.39,"
      Thou Shalt Not Road Trip
",Young,336,2012,1959
5348,3.81,male,"Megan Bostic
",3.8,"
      Never Eighteen
",Young,200,2012,1973
5349,3.93,male,"Margie Gelbwasser
",3.59,"
      Pieces of Us
",Young,336,2012,2104
5350,3.82,male,"Heather Hepler
",3.86,"
      Love? Maybe
",Young,272,2012,2188
5351,4.02,female,"Corrine Jackson
",3.99,"
      If I Lie
",Young,276,2012,2191
5352,3.67,female,"Amanda Grace
",3.52,"
      In Too Deep
",Young,228,2012,2238
5353,3.9,female,"Kieran Scott
",3.96,"
      This Is So Not Happening
",Young,320,2012,2242
5355,3.97,male,"Hannah Harrington
",3.97,"
      Speechless
",Young,288,2012,2797
5356,3.76,male,"Melissa C. Walker
",3.81,"
      Unbreak My Heart
",Young,232,2012,3133
5357,3.8,female,"Phoebe Stone
",3.74,"
      The Boy on Cinnamon Street
",Realistic,240,2012,3466
5358,3.97,female,"Jennifer Shaw Wolf
",3.97,"
      Breaking Beautiful
",Young,354,2012,3529
5359,3.67,female,"Robin Mellom
",3.61,"
      Ditched: A Love Story
",Young,277,2012,3560
5360,3.82,male,"David Levithan
",3.96,"
      Every Day
",Young,322,2012,3600
5361,3.46,male,"Terra Elan McVoy
",3.53,"
      Being Friends with Boys
",Young,368,2012,4016
5362,3.57,male,"Allison Rushby
",3.64,"
      Shooting Stars
",Young,272,2012,5028
5363,3.84,female,"Elizabeth Eulberg
",3.9,"
      Take a Bow
",Young,278,2012,5314
5364,3.91,female,"Holly Cupala
",3.88,"
      Don't Breathe a Word
",Young,299,2012,5444
5365,3.66,female,"Lauren Morrill
",3.71,"
      Meant to Be
",Young,292,2012,5645
5366,3.84,female,"Jessi Kirby
",3.7,"
      In Honor
",Young,235,2012,8084
5367,3.82,male,"Trish Doller
",3.81,"
      Something like Normal
",Young,224,2012,8920
5368,3.49,male,"Daniel Handler
",3.48,"
      Why We Broke Up
",Young,354,2011,9129
5369,3.85,female,"Kirsten Hubbard
",3.91,"
      Wanderlove
",Young,338,2011,10449
5370,3.79,male,"Sarah Tregay
",3.76,"
      Love and Leftovers
",Young,432,2011,10852
5371,3.73,female,"Siobhan Vivian
",3.45,"
      The List
",Young,336,2012,10923
5372,3.96,male,"Lindsey Kelk
",3.94,"
      The Single Girl's To-Do List
",Romance,335,2011,2438
5373,3.91,female,"Camilla Isley
",4.28,"
      I Have Never
",Romance,224,2017,2444
5374,3.78,female,"Emily Giffin
",3.93,"
      Something Blue
",Romance,338,2005,3538
5375,3.87,male,"Gemma Burgess
",3.94,"
      A Girl Like You
",Romance,423,2011,7940
5376,3.36,male,"Federico Moccia
",3.5,"
      Tre metri sopra il cielo
",Romance,319,1992,3935
5377,4.16,female,"Amber Lea Easton
",4.24,"
      Dancing Barefoot
",Romance,260,2014,1770
5379,4.15,female,"Eleanor  Green
",3.84,"
      Torn
",Contemporary,370,2014,2032
5380,3.88,female,"Sara Fawkes
",3.74,"
      Breathe into Me
",Young,288,2014,2183
5381,4.0,male,"Jen Frederick
",4.11,"
      Unraveled
",Young,280,2014,2326
5382,4.09,female,"C.P.  Smith
",3.92,"
      A Reason to Breathe
",Romance,365,2014,2498
5383,4.01,female,"Robin York
",4.01,"
      Deeper
",Young,370,2014,2875
5384,4.05,female,"Sabrina Devonshire
",3.48,"
      Never Let You Go
",Romance,142,2014,3655
5395,4.11,female,"Wen Spencer
",4.07,"
      Tinker
",Fantasy,448,2003,3766
5401,3.82,female,"Yōko Ogawa
",3.87,"
      Revenge
",Short Stories,162,1998,1371
5403,3.7,female,"Banana Yoshimoto
",3.67,"
      Lizard
",Uncategorized,180,1993,1497
5411,3.94,male,"Rampo Edogawa
",4.06,"
      Japanese Tales of Mystery & Imagination
",Horror,222,1956,1740
5414,4.0,male,"Gail Tsukiyama
",4.12,"
      The Samurai's Garden
",Uncategorized,211,1994,1935
5415,3.75,male,"Kōji Suzuki
",3.6,"
      Dark Water
",Horror,279,1996,1937
5427,4.01,male,"Keigo Higashino
",4.09,"
      The Devotion of Suspect X
",Thriller,298,2005,5608
5428,4.02,male,"Shūsaku Endō
",4.08,"
      Silence
",Uncategorized,201,1966,5901
5430,4.36,male,"Eiji Yoshikawa
",4.45,"
      Musashi
",Uncategorized,970,1935,6264
5431,4.03,male,"Ryūnosuke Akutagawa
",4.13,"
      Rashōmon and Seventeen Other Stories
",Short Stories,268,1927,8871
5436,4.67,male,"Nick Shamhart
",4.7,"
      The Fog Within
",Uncategorized,237,nan,3295
5450,4.17,female,"Martha Wells
",4.24,"
      Stories of the Raksura, Volume 1: The Falling World & The Tale of Indigo and Cloud
",Fantasy,206,2014,1008
5451,3.96,female,"Cherry Adair
",4.08,"
      On Thin Ice
",Romance,309,2004,2837
5452,4.05,female,"J.L. Mac
",4.07,"
      Wreck Me
",Romance,287,2013,927
5453,3.28,female,"Christine Wade
",3.28,"
      Seven Locks
",Historical,352,2013,1101
5455,4.19,female,"Janet Chapman
",4.18,"
      The Highlander Next Door
",Romance,417,2014,1345
5456,3.81,male,"Jess Haines
",3.86,"
      Enslaved By the Others
",Fantasy,352,2014,1421
5457,3.94,female,"Sierra Dean
",4.08,"
      A Secret to Die For
",Fantasy,274,2014,1448
5458,4.05,female,"Kay Hooper
",3.96,"
      Haunted
",Fantasy,320,2014,1473
5459,3.96,female,"Marissa Clarke
",4.01,"
      Love Me to Death
",Fantasy,420,2014,1477
5460,3.94,male,"Eve Langlais
",3.87,"
      Kodiak's Claim
",Fantasy,240,2014,1506
5461,3.7,female,"Shona Husk
",3.72,"
      To Love a King
",Romance,279,2014,1589
5462,4.04,female,"Terry Spear
",4.15,"
      A Highland Wolf Christmas
",Fantasy,298,2014,1621
5463,4.02,female,"Celia Kyle
",4.24,"
      Roaring Up the Wrong Tree
",Fantasy,247,2014,1632
5464,3.96,female,"Lauren   Smith
",4.23,"
      The Shadows of Stormclyffe Hall
",Fantasy,196,2014,1782
5465,4.19,male,"Rebecca Zanetti
",4.51,"
      Marked
",Fantasy,304,2014,1863
5466,3.94,male,"Lynn Crandall
",3.95,"
      Secrets
",Romance,254,2014,1891
5468,3.74,male,"J.C. Nelson
",3.62,"
      Free Agent
",Fantasy,281,2014,1909
5469,4.02,female,"J.D. Tyler
",4.07,"
      Wolf's Fall
",Fantasy,352,2014,2050
5470,4.14,female,"J.T. Geissinger
",4.4,"
      Into Darkness
",Romance,400,2014,2109
5471,4.03,male,"Caris Roane
",3.76,"
      Chains of Darkness
",Romance,320,2014,2207
5472,4.03,female,"Stephanie Rowe
",4.22,"
      Not Quite Dead
",Fantasy,350,2014,2340
5473,4.15,male,"K.F. Breene
",4.31,"
      The Council
",Fantasy,149,2014,2614
5474,3.64,female,"Cassie Alexander
",3.88,"
      Bloodshifted
",Fantasy,291,2014,2712
5475,3.83,female,"Jessica Sims
",3.77,"
      Wanted: Wild Thing
",Romance,354,2014,2745
5476,3.9,female,"Tara West
",3.73,"
      Divine and Dateless
",Romance,340,2014,3125
